seconds_elapsed,strength_state,away_on_1,away_on_2,away_on_3,away_on_4,away_on_5,away_on_6,away_on_1_id,away_on_2_id,away_on_3_id,away_on_4_id,away_on_5_id,away_on_6_id,home_on_1,home_on_2,home_on_3,home_on_4,home_on_5,home_on_6,home_on_1_id,home_on_2_id,home_on_3_id,home_on_4_id,home_on_5_id,home_on_6_id,away_goalie,home_goalie,away_goalie_id,home_goalie_id
0,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
1,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
2,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
4,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
5,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
6,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
7,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
8,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
9,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
10,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
11,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
12,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
13,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
14,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
15,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
16,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
17,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
18,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
19,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
20,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
21,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
22,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
23,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
24,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,HENRI JOKIHARJU,,8477507,8477956,8478401,8479987,8480035,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
25,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
26,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
27,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
28,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
29,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
30,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
31,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
32,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
33,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
34,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
35,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
36,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
37,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
38,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
39,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
40,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
41,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,ALEXANDER WENNBERG,MARIO FERRARO,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8477505,8479983,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
42,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,MARIO FERRARO,TIMOTHY LILJEGREN,SHAKIR MUKHAMADULLIN,COLLIN GRAF,,8475726,8479983,8480043,8482166,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
43,5v5,NIKITA ZADOROV,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,MASON LOHREI,,8477507,8477956,8478401,8479987,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,SHAKIR MUKHAMADULLIN,MACKLIN CELEBRINI,COLLIN GRAF,,8475726,8480043,8482166,8484801,8484911,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
44,5v5,DAVID PASTRNAK,PAVEL ZACHA,MORGAN GEEKIE,CASEY MITTELSTADT,MASON LOHREI,,8477956,8478401,8479987,8479999,8482511,,TYLER TOFFOLI,TIMOTHY LILJEGREN,SHAKIR MUKHAMADULLIN,WILLIAM EKLUND,MACKLIN CELEBRINI,,8475726,8480043,8482166,8482667,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
45,5v5,DAVID PASTRNAK,ANDREW PEEKE,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8477956,8479369,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
46,5v5,DAVID PASTRNAK,ANDREW PEEKE,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8477956,8479369,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
47,5v5,DAVID PASTRNAK,ANDREW PEEKE,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8477956,8479369,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
48,5v5,DAVID PASTRNAK,ANDREW PEEKE,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8477956,8479369,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
49,5v5,DAVID PASTRNAK,ANDREW PEEKE,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8477956,8479369,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
50,5v5,DAVID PASTRNAK,ANDREW PEEKE,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8477956,8479369,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
51,5v5,DAVID PASTRNAK,ANDREW PEEKE,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8477956,8479369,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
52,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
53,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
54,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
55,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
56,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
57,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
58,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
59,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
60,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
61,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
62,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
63,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
64,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
65,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
