seconds_elapsed,strength_state,away_on_1,away_on_2,away_on_3,away_on_4,away_on_5,away_on_6,away_on_1_id,away_on_2_id,away_on_3_id,away_on_4_id,away_on_5_id,away_on_6_id,home_on_1,home_on_2,home_on_3,home_on_4,home_on_5,home_on_6,home_on_1_id,home_on_2_id,home_on_3_id,home_on_4_id,home_on_5_id,home_on_6_id,away_goalie,home_goalie,away_goalie_id,home_goalie_id
3046,5v5,ELIAS LINDHOLM,NIKITA ZADOROV,HENRI JOKIHARJU,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8477507,8480035,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3047,5v5,ELIAS LINDHOLM,NIKITA ZADOROV,HENRI JOKIHARJU,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8477507,8480035,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3048,5v5,ELIAS LINDHOLM,NIKITA ZADOROV,HENRI JOKIHARJU,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8477507,8480035,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3049,5v5,ELIAS LINDHOLM,NIKITA ZADOROV,HENRI JOKIHARJU,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8477507,8480035,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3050,5v5,ELIAS LINDHOLM,NIKITA ZADOROV,HENRI JOKIHARJU,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8477507,8480035,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3051,5v5,ELIAS LINDHOLM,NIKITA ZADOROV,HENRI JOKIHARJU,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8477507,8480035,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3052,5v5,ELIAS LINDHOLM,NIKITA ZADOROV,HENRI JOKIHARJU,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8477507,8480035,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3053,5v5,ELIAS LINDHOLM,HENRI JOKIHARJU,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8480035,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3054,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3055,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3056,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3057,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3058,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,,8479523,8480043,8480825,8480848,8481042,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3059,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,PATRICK GILES,TY DELLANDREA,WILLIAM EKLUND,,8479576,8480043,8480825,8480848,8482667,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3060,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,WILLIAM EKLUND,LUCA CAGNONI,,8479576,8480825,8480848,8482667,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3061,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,WILLIAM EKLUND,LUCA CAGNONI,,8479576,8480825,8480848,8482667,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3062,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3063,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3064,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3065,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3066,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3067,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3068,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3069,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3070,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3071,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3072,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3073,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3074,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3075,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3076,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3077,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3078,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3079,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3080,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3081,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3082,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3083,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3084,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3085,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3086,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,PATRICK GILES,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,,8479576,8480825,8482667,8484152,8484227,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3087,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8479576,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3088,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8479576,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3089,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8479576,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3090,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8479576,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3091,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8479576,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3092,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8479576,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3093,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,WILLIAM EKLUND,LUCA CAGNONI,WILL SMITH,MACKLIN CELEBRINI,,8479576,8482667,8484152,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3094,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3095,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3096,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3097,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3098,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3099,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3100,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3101,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3102,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8478450,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3103,5v5,NIKITA ZADOROV,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8477507,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3104,5v5,NIKITA ZADOROV,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8477507,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3105,5v5,NIKITA ZADOROV,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8477507,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3106,5v5,NIKITA ZADOROV,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8477507,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3107,5v5,NIKITA ZADOROV,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8477507,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3108,5v5,NIKITA ZADOROV,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,,8477507,8479968,8479999,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3109,5v5,NIKITA ZADOROV,VINNI LETTIERI,HENRI JOKIHARJU,MICHAEL CALLAHAN,COLE KOEPKE,,8477507,8479968,8480035,8480828,8481043,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
3110,5v5,NIKITA ZADOROV,VINNI LETTIERI,HENRI JOKIHARJU,COLE KOEPKE,JOHN BEECHER,,8477507,8479968,8480035,8481043,8481556,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
